text,choices
To escape political oppression,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsNegativeVerb} {PoliticsNegNoun}', 'PoliticsNegativeVerb': 'escape', 'PoliticsNegNoun': 'political oppression'}"
To escape religious persecutions,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'escape', 'ReligionNegNoun': 'religious persecutions'}"
Economic opportunities,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconShort}', 'Grammar': '{EconShortPhrase}', 'EconShortPhrase': 'Economic opportunities'}"
Religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'Religious freedom'}"
To get religious liberty,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'get', 'ReligionPosNoun': 'religious liberty'}"
To have religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'have', 'ReligionPosNoun': 'religious freedom'}"
To get political freedom.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsPositiveVerb} {PoliticsPosNoun}', 'PoliticsPositiveVerb': 'get', 'PoliticsPosNoun': 'political freedom'}"
To pursue religious freedom.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'pursue', 'ReligionPosNoun': 'religious freedom'}"
freedom of practicing religion!,"{'correctness': 'correct', 'punct': '!', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'freedom of practicing religion'}"
They dislike Britain,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {NegativeWish} {PoliticsNoun}', 'Subject': 'They', 'NegativeWish': 'dislike', 'PoliticsNoun': 'Britain'}"
Colonists are looking for religious liberty,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Colonists', 'PositiveWish': 'are looking for', 'ReligionPosNoun': 'religious liberty'}"
They would like to have natural resources.,"{'correctness': 'incorrect', 'punct': '.', 'falsePhrase': '{Goods}', 'answerStyle': '{GoodsFull}', 'FullGrammar': '{Subject} {PositiveWish} {GoodsNoun}', 'Subject': 'They', 'PositiveWish': 'would like to have', 'GoodsNoun': 'natural resources'}"
Because they would like to have freedom of religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Because they', 'PositiveWish': 'would like to have', 'ReligionPosNoun': 'freedom of religion'}"
To explore the new world,"{'correctness': 'incorrect', 'punct': '', 'falsePhrase': '{Exploration}', 'answerStyle': '{ExplorShort}', 'Grammar': 'To {ExploreVerb} {ExploreNoun}', 'ExploreVerb': 'explore', 'ExploreNoun': 'the new world'}"
To obtain political liberty.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsPositiveVerb} {PoliticsPosNoun}', 'PoliticsPositiveVerb': 'obtain', 'PoliticsPosNoun': 'political liberty'}"
To get religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'get', 'ReligionPosNoun': 'religious freedom'}"
To acquire freedom of practicing religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'acquire', 'ReligionPosNoun': 'freedom of practicing religion'}"
To escape religious persecutions,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'escape', 'ReligionNegNoun': 'religious persecutions'}"
economic opportunities.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconShort}', 'Grammar': '{EconShortPhrase}', 'EconShortPhrase': 'economic opportunities'}"
They did not want undesired economic situation,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconFull}', 'FullGrammar': '{Subject} {NegativeWish} {EconNegNoun}', 'Subject': 'They', 'NegativeWish': 'did not want', 'EconNegNoun': 'undesired economic situation'}"
They would like to have religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'They', 'PositiveWish': 'would like to have', 'ReligionPosNoun': 'religious freedom'}"
To escape religious persecutions,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'escape', 'ReligionNegNoun': 'religious persecutions'}"
To get political liberty,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsPositiveVerb} {PoliticsPosNoun}', 'PoliticsPositiveVerb': 'get', 'PoliticsPosNoun': 'political liberty'}"
Those colonists are looking for political liberty,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {PositiveWish} {PoliticsPosNoun}', 'Subject': 'Those colonists', 'PositiveWish': 'are looking for', 'PoliticsPosNoun': 'political liberty'}"
To evade religious oppression,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'evade', 'ReligionNegNoun': 'religious oppression'}"
Colonists are looking for freedom of practicing religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Colonists', 'PositiveWish': 'are looking for', 'ReligionPosNoun': 'freedom of practicing religion'}"
To pursue religious liberty,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'pursue', 'ReligionPosNoun': 'religious liberty'}"
They are looking for economic opportunities,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconFull}', 'FullGrammar': '{Subject} {PositiveWish} {EconPosNoun}', 'Subject': 'They', 'PositiveWish': 'are looking for', 'EconPosNoun': 'economic opportunities'}"
Economic opportunities,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconShort}', 'Grammar': '{EconShortPhrase}', 'EconShortPhrase': 'Economic opportunities'}"
Those colonists dislike Britain!,"{'correctness': 'correct', 'punct': '!', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {NegativeWish} {PoliticsNoun}', 'Subject': 'Those colonists', 'NegativeWish': 'dislike', 'PoliticsNoun': 'Britain'}"
Those colonists would like to have no taxation.,"{'correctness': 'incorrect', 'punct': '.', 'falsePhrase': '{Taxation}', 'answerStyle': '{TaxFull}', 'FullGrammar': '{Subject} {PositiveWish} {TaxPosNoun}', 'Subject': 'Those colonists', 'PositiveWish': 'would like to have', 'TaxPosNoun': 'no taxation'}"
Because they want political freedom.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {PositiveWish} {PoliticsPosNoun}', 'Subject': 'Because they', 'PositiveWish': 'want', 'PoliticsPosNoun': 'political freedom'}"
religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'religious freedom'}"
To acquire political freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsPositiveVerb} {PoliticsPosNoun}', 'PoliticsPositiveVerb': 'acquire', 'PoliticsPosNoun': 'political freedom'}"
To gain more revenues,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconShort}', 'Grammar': '{EconShortToDo}', 'prose': 'To {EconPositiveVerb} {EconPosNoun}', 'EconPositiveVerb': 'gain', 'EconPosNoun': 'more revenues'}"
Those colonists wanted to have political freedom.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {PositiveWish} {PoliticsPosNoun}', 'Subject': 'Those colonists', 'PositiveWish': 'wanted to have', 'PoliticsPosNoun': 'political freedom'}"
Those colonists were seeking religious freedom.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Those colonists', 'PositiveWish': 'were seeking', 'ReligionPosNoun': 'religious freedom'}"
To obtain religious liberty.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'obtain', 'ReligionPosNoun': 'religious liberty'}"
To get freedom of religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'get', 'ReligionPosNoun': 'freedom of religion'}"
Because they would like to have freedom of religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Because they', 'PositiveWish': 'would like to have', 'ReligionPosNoun': 'freedom of religion'}"
religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'religious freedom'}"
To pursue political freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsPositiveVerb} {PoliticsPosNoun}', 'PoliticsPositiveVerb': 'pursue', 'PoliticsPosNoun': 'political freedom'}"
political liberty,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortPhrase}', 'PoliticsShortPhrase': 'political liberty'}"
Economic opportunities.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconShort}', 'Grammar': '{EconShortPhrase}', 'EconShortPhrase': 'Economic opportunities'}"
To escape political persecutions!,"{'correctness': 'correct', 'punct': '!', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsNegativeVerb} {PoliticsNegNoun}', 'PoliticsNegativeVerb': 'escape', 'PoliticsNegNoun': 'political persecutions'}"
To escape religious persecutions,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'escape', 'ReligionNegNoun': 'religious persecutions'}"
Because they hate England,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {NegativeWish} {PoliticsNoun}', 'Subject': 'Because they', 'NegativeWish': 'hate', 'PoliticsNoun': 'England'}"
Freedom of religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'Freedom of religion'}"
Religious freedom.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'Religious freedom'}"
To have religious liberty,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'have', 'ReligionPosNoun': 'religious liberty'}"
Colonists would like to have political freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {PositiveWish} {PoliticsPosNoun}', 'Subject': 'Colonists', 'PositiveWish': 'would like to have', 'PoliticsPosNoun': 'political freedom'}"
To get freedom of practicing religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'get', 'ReligionPosNoun': 'freedom of practicing religion'}"
freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'freedom'}"
To evade political persecutions,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsNegativeVerb} {PoliticsNegNoun}', 'PoliticsNegativeVerb': 'evade', 'PoliticsNegNoun': 'political persecutions'}"
Those colonists wanted to have political freedom!,"{'correctness': 'correct', 'punct': '!', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {PositiveWish} {PoliticsPosNoun}', 'Subject': 'Those colonists', 'PositiveWish': 'wanted to have', 'PoliticsPosNoun': 'political freedom'}"
freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'freedom'}"
Those colonists were seeking freedom of religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Those colonists', 'PositiveWish': 'were seeking', 'ReligionPosNoun': 'freedom of religion'}"
To have religious liberty,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'have', 'ReligionPosNoun': 'religious liberty'}"
They do not like religious persecutions,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {NegativeWish} {ReligionNegNoun}', 'Subject': 'They', 'NegativeWish': 'do not like', 'ReligionNegNoun': 'religious persecutions'}"
To run from religious persecutions.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'run from', 'ReligionNegNoun': 'religious persecutions'}"
To acquire political liberty,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsPositiveVerb} {PoliticsPosNoun}', 'PoliticsPositiveVerb': 'acquire', 'PoliticsPosNoun': 'political liberty'}"
Because they are looking for freedom of practicing religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Because they', 'PositiveWish': 'are looking for', 'ReligionPosNoun': 'freedom of practicing religion'}"
To escape religious persecutions,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'escape', 'ReligionNegNoun': 'religious persecutions'}"
They are looking for freedom of religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'They', 'PositiveWish': 'are looking for', 'ReligionPosNoun': 'freedom of religion'}"
Because they were pursuing religious liberty.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Because they', 'PositiveWish': 'were pursuing', 'ReligionPosNoun': 'religious liberty'}"
political freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortPhrase}', 'PoliticsShortPhrase': 'political freedom'}"
To evade religious oppression,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'evade', 'ReligionNegNoun': 'religious oppression'}"
Religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'Religious freedom'}"
To acquire political freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsPositiveVerb} {PoliticsPosNoun}', 'PoliticsPositiveVerb': 'acquire', 'PoliticsPosNoun': 'political freedom'}"
Colonists were pursuing political freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {PositiveWish} {PoliticsPosNoun}', 'Subject': 'Colonists', 'PositiveWish': 'were pursuing', 'PoliticsPosNoun': 'political freedom'}"
To have freedom of religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'have', 'ReligionPosNoun': 'freedom of religion'}"
To pursue political liberty!,"{'correctness': 'correct', 'punct': '!', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsPositiveVerb} {PoliticsPosNoun}', 'PoliticsPositiveVerb': 'pursue', 'PoliticsPosNoun': 'political liberty'}"
To have religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'have', 'ReligionPosNoun': 'religious freedom'}"
Those colonists wanted to have food.,"{'correctness': 'incorrect', 'punct': '.', 'falsePhrase': '{Goods}', 'answerStyle': '{GoodsFull}', 'FullGrammar': '{Subject} {PositiveWish} {GoodsNoun}', 'Subject': 'Those colonists', 'PositiveWish': 'wanted to have', 'GoodsNoun': 'food'}"
To gain political freedom.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortToDo}', 'prose': 'To {PoliticsPositiveVerb} {PoliticsPosNoun}', 'PoliticsPositiveVerb': 'gain', 'PoliticsPosNoun': 'political freedom'}"
For gaining gold,"{'correctness': 'incorrect', 'punct': '', 'falsePhrase': '{Goods}', 'answerStyle': '{GoodsShort}', 'Grammar': '{GoodsShortToDo}', 'prose': 'For {GoodsForVerb} {GoodsNoun}', 'GoodsForVerb': 'gaining', 'GoodsNoun': 'gold'}"
Colonists want freedom of practicing religion,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Colonists', 'PositiveWish': 'want', 'ReligionPosNoun': 'freedom of practicing religion'}"
To get a good life,"{'correctness': 'incorrect', 'punct': '', 'falsePhrase': '{GeneralLife}', 'answerStyle': '{LifeShort}', 'Grammar': 'To {LifeVerb} {GeneralLifeNoun}', 'LifeVerb': 'get', 'GeneralLifeNoun': 'a good life'}"
Those colonists are looking for religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionFull}', 'ReligionFullGrammar': '{Subject} {PositiveWish} {ReligionPosNoun}', 'Subject': 'Those colonists', 'PositiveWish': 'are looking for', 'ReligionPosNoun': 'religious freedom'}"
To pursue religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'pursue', 'ReligionPosNoun': 'religious freedom'}"
To escape religious persecutions,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'escape', 'ReligionNegNoun': 'religious persecutions'}"
To have a good life,"{'correctness': 'incorrect', 'punct': '', 'falsePhrase': '{GeneralLife}', 'answerStyle': '{LifeShort}', 'Grammar': 'To {LifeVerb} {GeneralLifeNoun}', 'LifeVerb': 'have', 'GeneralLifeNoun': 'a good life'}"
Religious freedom.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'Religious freedom'}"
To escape religious persecutions.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'escape', 'ReligionNegNoun': 'religious persecutions'}"
Those colonists were seeking economic opportunities,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconFull}', 'FullGrammar': '{Subject} {PositiveWish} {EconPosNoun}', 'Subject': 'Those colonists', 'PositiveWish': 'were seeking', 'EconPosNoun': 'economic opportunities'}"
To have economic opportunities.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconShort}', 'Grammar': '{EconShortToDo}', 'prose': 'To {EconPositiveVerb} {EconPosNoun}', 'EconPositiveVerb': 'have', 'EconPosNoun': 'economic opportunities'}"
political freedom!,"{'correctness': 'correct', 'punct': '!', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsShort}', 'Grammar': '{PoliticsShortPhrase}', 'PoliticsShortPhrase': 'political freedom'}"
economic opportunities,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconShort}', 'Grammar': '{EconShortPhrase}', 'EconShortPhrase': 'economic opportunities'}"
Because they have desires to explore the new world.,"{'correctness': 'incorrect', 'punct': '.', 'falsePhrase': '{Exploration}', 'answerStyle': '{ExplorFull}', 'FullGrammar': '{Subject} {ExploreWish} {ExploreNoun}', 'Subject': 'Because they', 'ExploreWish': 'have desires to explore', 'ExploreNoun': 'the new world'}"
To evade religious oppression.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionNegativeVerb} {ReligionNegNoun}', 'ReligionNegativeVerb': 'evade', 'ReligionNegNoun': 'religious oppression'}"
To get religious freedom.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortToDo}', 'ReligionShort': 'To {ReligionPositiveVerb} {ReligionPosNoun}', 'ReligionPositiveVerb': 'get', 'ReligionPosNoun': 'religious freedom'}"
Those colonists were escaping economic hardships.,"{'correctness': 'correct', 'punct': '.', 'correctTopics': '{EconOpp}', 'answerStyle': '{EconFull}', 'FullGrammar': '{Subject} {NegativeWish} {EconNegNoun}', 'Subject': 'Those colonists', 'NegativeWish': 'were escaping', 'EconNegNoun': 'economic hardships'}"
Because they would like to have political freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Politics}', 'answerStyle': '{PoliticsFull}', 'FullGrammar': '{Subject} {PositiveWish} {PoliticsPosNoun}', 'Subject': 'Because they', 'PositiveWish': 'would like to have', 'PoliticsPosNoun': 'political freedom'}"
Religious freedom,"{'correctness': 'correct', 'punct': '', 'correctTopics': '{Religion}', 'answerStyle': '{ReligionShort}', 'ReligionShortGrammar': '{ReligionShortPhrase}', 'ReligionShortPhrase': 'Religious freedom'}"
